,occurrence_id,classification,type of occurrence,localization,fu,country,aerodrome,occurrence_day,time,under_investigation,investigating_command,investigation_status,report_number,published_report,publication_day,recommendation_amount,aircrafts_involved,takeoff,extraction_day
335,44837,ACCIDENT,FUEL STARVATION,CÁCERES,Mato Grosso,BRAZIL,SWKC,2011-07-14,10:30:00,YES,SERIPA-6,FINISHED,,1.0,2012-08-29,1,1,,2016-07-30
336,34935,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MANACAPURU,Amazonas,BRAZIL,****,2009-02-07,17:30:00,YES,SERIPA-1,FINISHED,,1.0,2010-04-06,22,1,,2016-07-30
337,34037,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CHAVES,Para,BRAZIL,SNXW,2008-10-14,10:22:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
338,51023,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CHAVES,Para,BRAZIL,SNXW,2014-03-10,17:30:00,YES,SERIPA-1,FINISHED,,1.0,2014-10-14,1,1,1.0,2016-07-30
339,53120,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CHAVES,Para,BRAZIL,SNXW,2015-03-04,13:30:00,YES,SERIPA-1,FINISHED,,1.0,2015-10-19,0,1,,2016-07-30
340,53555,ACCIDENT,LOSS OF CONTROL IN THE AIR,CEARÁ-MIRIM,Rio Grande do Norte,BRAZIL,SNOG,2015-09-23,13:00:00,UNKNOWN,SERIPA-2,,,,,0,1,,2016-07-30
341,53177,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CEARÁ-MIRIM,Rio Grande do Norte,BRAZIL,SNOG,2015-04-04,20:15:00,UNKNOWN,SERIPA-2,,,,,0,1,,2016-07-30
342,40447,ACCIDENT,UNKNOWN,MANGARATIBA,RJ,BRAZIL,****,2010-04-21,18:55:00,YES,SERIPA-3,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
343,50337,ACCIDENT,LOSS OF CONTROL IN THE AIR,MANGARATIBA,RJ,BRAZIL,****,2013-11-20,11:30:00,YES,SERIPA-3,FINISHED,,1.0,2016-04-22,2,1,,2016-07-30
344,50714,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,CAMOCIM,Ceara,BRAZIL,SNWC,2012-01-17,18:25:00,YES,SERIPA-2,FINISHED,,1.0,2014-10-01,0,1,,2016-07-30
345,26439,ACCIDENT,ABOUT LANDING GEAR,MANAUS,Amazonas,BRAZIL,SWFN,2006-03-03,19:15:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
346,28235,SERIOUS INCIDENT,AIR TRAFFIC,MANAUS,Amazonas,BRAZIL,SBEG,2006-12-12,09:10:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
347,45063,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MANAUS,Amazonas,BRAZIL,SWFN,2011-09-10,13:20:00,UNKNOWN,SERIPA-7,,,,,0,1,,2016-07-30
348,40855,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MANAUS,Amazonas,BRAZIL,****,2010-05-13,18:58:00,YES,SERIPA-7,FINISHED,,1.0,2011-08-01,4,1,,2016-07-30
349,53375,ACCIDENT,LOSS OF CONTROL IN THE AIR,MANAUS,Amazonas,BRAZIL,SBEG,2015-07-23,19:50:00,YES,SERIPA-7,IN PROGRESS,,,,0,1,,2016-07-30
350,36373,SERIOUS INCIDENT,ANOTHER TYPES,MANAUS,Amazonas,BRAZIL,****,2008-09-05,15:30:00,YES,SERIPA-7,IN PROGRESS,,,,0,1,,2016-07-30
351,52942,ACCIDENT,LANDING WITHOUT LANDING GEAR,MANAUS,Amazonas,BRAZIL,SWFN,2014-01-18,19:50:00,YES,SERIPA-7,FINISHED,,1.0,2014-08-22,0,1,,2016-07-30
352,46901,ACCIDENT,ABOUT LANDING GEAR,MANAUS,Amazonas,BRAZIL,SBEG,2012-03-26,20:30:00,YES,SERIPA-7,FINISHED,,1.0,2012-09-20,2,1,0.0,2016-07-30
353,45573,ACCIDENT,FLIGHT COMMANDS,MANAUS,Amazonas,BRAZIL,****,2012-02-28,10:15:00,YES,SERIPA-7,FINISHED,,1.0,2015-05-15,2,1,,2016-07-30
354,44759,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MANAUS,Amazonas,BRAZIL,SWFN,2007-02-26,21:47:00,YES,SERIPA-7,FINISHED,,1.0,2010-07-01,5,1,,2016-07-30
355,53568,SERIOUS INCIDENT,ABOUT LANDING GEAR,MANAUS,Amazonas,BRAZIL,SWFN,2015-11-17,17:55:00,YES,SERIPA-7,IN PROGRESS,,,,0,1,1.0,2016-07-30
356,30016,SERIOUS INCIDENT,ABOUT LANDING GEAR,MANAUS,Amazonas,BRAZIL,SWFN,2007-07-16,16:15:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
357,46281,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,MANAUS,Amazonas,BRAZIL,SWFN,2012-08-10,12:20:00,YES,SERIPA-7,FINISHED,,1.0,2014-10-02,1,1,1.0,2016-07-30
358,38818,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,MANAUS,Amazonas,BRAZIL,SBEG,2009-12-17,14:49:00,YES,CENIPA,IN PROGRESS,UNDEFINED,,,4,1,,2016-07-30
359,47138,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MANAUS,Amazonas,BRAZIL,****,2013-03-11,23:27:00,YES,SERIPA-7,IN PROGRESS,,,,0,1,,2016-07-30
360,38843,ACCIDENT,ANOTHER TYPES,MANAUS,Amazonas,BRAZIL,SBEG,2009-12-25,23:25:00,YES,CENIPA,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
361,31080,ACCIDENT,LOSS OF CONTROL IN THE AIR,MANAUS,Amazonas,BRAZIL,****,2007-11-23,12:50:00,YES,SERIPA-7,FINISHED,,1.0,2014-06-12,2,1,,2016-07-30
362,49116,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MANAUS,Amazonas,BRAZIL,SBEG,2013-07-16,09:22:00,YES,SERIPA-7,FINISHED,,1.0,2016-04-22,1,1,1.0,2016-07-30
363,46914,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MANAUS,Amazonas,BRAZIL,SWFN,2013-02-02,18:30:00,YES,SERIPA-7,IN PROGRESS,,,,0,1,,2016-07-30
364,52295,SERIOUS INCIDENT,TIRE BURST,MANAUS,Amazonas,BRAZIL,SBEG,2014-09-01,12:57:00,YES,SERIPA-7,FINISHED,,1.0,2015-07-21,1,1,,2016-07-30
365,27302,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,MANAUS,Amazonas,BRAZIL,SWFN,2006-02-15,14:35:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
366,33836,ACCIDENT,LOSS OF CONTROL IN THE AIR,MANAUS,Amazonas,BRAZIL,SWFN,2008-10-10,14:50:00,YES,SERIPA-7,FINISHED,,1.0,2010-05-05,2,1,,2016-07-30
367,44436,ACCIDENT,LOSS OF CONTROL IN THE AIR,MANAUS,Amazonas,BRAZIL,SBEG,2011-04-21,18:51:00,YES,SERIPA-7,FINISHED,,1.0,2015-04-24,1,1,,2016-07-30
368,37555,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MANAUS,Amazonas,BRAZIL,SBEG,2009-04-30,09:50:00,YES,SERIPA-7,FINISHED,,1.0,2016-04-15,2,1,,2016-07-30
369,39916,SERIOUS INCIDENT,TIRE BURST,MANAUS,Amazonas,BRAZIL,SBEG,2010-03-07,19:35:00,YES,SERIPA-7,FINISHED,,1.0,2013-12-30,2,1,1.0,2016-07-30
370,51568,SERIOUS INCIDENT,HARD LANDING,MANAUS,Amazonas,BRAZIL,SWFN,2014-06-19,13:02:00,YES,SERIPA-7,IN PROGRESS,,,,0,1,,2016-07-30
371,46852,ACCIDENT,LOSS OF CONTROL IN THE AIR,MANAUS,Amazonas,BRAZIL,SWFN,2013-01-24,20:15:00,YES,SERIPA-7,FINISHED,,1.0,2016-03-18,0,1,,2016-07-30
372,52653,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,MANAUS,Amazonas,BRAZIL,SWFN,2014-10-28,13:45:00,YES,SERIPA-7,FINISHED,,1.0,2016-04-22,0,1,1.0,2016-07-30
373,34539,ACCIDENT,LOSS OF CONTROL IN THE AIR,MANAUS,Amazonas,BRAZIL,****,2008-12-07,11:15:00,YES,SERIPA-7,FINISHED,,1.0,2009-08-28,7,1,,2016-07-30
374,26621,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMPO NOVO DO PARECIS,Mato Grosso,BRAZIL,****,2006-03-07,13:15:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
375,45284,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO NOVO DO PARECIS,Mato Grosso,BRAZIL,SJTO,2011-12-02,15:45:00,YES,SERIPA-6,FINISHED,,1.0,2014-04-29,1,1,,2016-07-30
376,26609,ACCIDENT,LOW ALTITUDE MANEUVERS,CAMPO NOVO DO PARECIS,Mato Grosso,BRAZIL,****,2006-03-26,13:00:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
377,47981,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMPO NOVO DO PARECIS,Mato Grosso,BRAZIL,****,2013-04-30,21:32:00,YES,SERIPA-6,FINISHED,,1.0,2014-10-08,2,1,,2016-07-30
378,43703,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO VERDE,Mato Grosso,BRAZIL,****,2011-01-15,19:00:00,YES,SERIPA-6,FINISHED,,1.0,2014-10-01,0,1,,2016-07-30
379,40264,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,CAMPO VERDE,Mato Grosso,BRAZIL,****,2010-04-20,16:30:00,YES,SERIPA-4,FINISHED,,1.0,2012-03-22,2,1,,2016-07-30
380,33335,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CANABRAVA DO NORTE,Mato Grosso,BRAZIL,****,2008-07-13,14:00:00,YES,SERIPA-4,FINISHED,,1.0,2009-11-16,7,1,,2016-07-30
381,45730,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MARICÁ,RJ,BRAZIL,SDMC,2012-03-23,16:15:00,YES,SERIPA-3,FINISHED,,1.0,2013-10-21,0,1,1.0,2016-07-30
382,49935,SERIOUS INCIDENT,ABOUT LANDING GEAR,MARICÁ,RJ,BRAZIL,SDMC,2013-10-05,18:29:00,UNKNOWN,SERIPA-3,,,,,0,1,,2016-07-30
383,50291,ACCIDENT,UNKNOWN,MARICÁ,RJ,BRAZIL,****,2013-10-21,19:40:00,YES,SERIPA-3,IN PROGRESS,,,,1,1,,2016-07-30
384,49651,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MARICÁ,RJ,BRAZIL,SDMC,2013-09-11,17:10:00,YES,SERIPA-3,IN PROGRESS,,,,0,1,,2016-07-30
385,45833,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,MARICÁ,RJ,BRAZIL,****,2012-05-03,11:20:00,YES,SERIPA-3,FINISHED,,1.0,2015-08-28,0,1,,2016-07-30
386,46590,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MARICÁ,RJ,BRAZIL,SDMC,2012-11-22,11:45:00,YES,SERIPA-3,FINISHED,,1.0,2015-07-21,0,1,,2016-07-30
387,46171,ACCIDENT,SYSTEM / COMPONENT FAILURE,MARICÁ,RJ,BRAZIL,****,2012-07-24,19:15:00,YES,SERIPA-3,FINISHED,,1.0,2013-10-21,0,1,,2016-07-30
388,46043,SERIOUS INCIDENT,ABOUT LANDING GEAR,MARICÁ,RJ,BRAZIL,SDMC,2012-06-30,14:05:00,YES,SERIPA-3,FINISHED,,1.0,2014-08-15,0,1,1.0,2016-07-30
389,43656,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MARICÁ,RJ,BRAZIL,****,2011-01-11,15:45:00,YES,SERIPA-3,FINISHED,,,,0,1,,2016-07-30
390,46562,ACCIDENT,LOSS OF CONTROL IN THE AIR,CANARANA,Mato Grosso,BRAZIL,****,2012-10-31,10:05:00,YES,SERIPA-6,FINISHED,,,,0,1,,2016-07-30
391,53193,ACCIDENT,LOSS OF CONTROL IN THE AIR,CANARANA,Mato Grosso,BRAZIL,****,2015-03-14,18:00:00,YES,SERIPA-6,FINISHED,,1.0,2015-11-16,0,1,,2016-07-30
392,45937,ACCIDENT,SLOW LANDING,CANARANA,Mato Grosso,BRAZIL,SWEK,2012-06-22,14:00:00,YES,SERIPA-6,FINISHED,,1.0,2013-11-27,0,1,1.0,2016-07-30
393,46850,ACCIDENT,LANDING WITHOUT LANDING GEAR,CANARANA,Mato Grosso,BRAZIL,SWEK,2013-01-22,15:00:00,YES,SERIPA-6,FINISHED,,1.0,2013-08-26,0,1,,2016-07-30
394,41236,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,FELIZ DESERTO,Alagoas,BRAZIL,****,2010-05-29,09:55:00,YES,SERIPA-2,FINISHED,,1.0,2013-12-30,3,1,,2016-07-30
395,32615,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SSKG,2008-06-10,20:00:00,YES,SERIPA-5,FINISHED,,1.0,2009-12-07,7,1,,2016-07-30
396,45597,ACCIDENT,ABOUT LANDING GEAR,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SBCG,2012-03-12,14:38:00,YES,SERIPA-6,FINISHED,,1.0,2013-07-10,2,1,1.0,2016-07-30
397,52640,ACCIDENT,SYSTEM / COMPONENT FAILURE,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SBCG,2014-10-22,14:01:00,YES,SERIPA-4,IN PROGRESS,,,,0,1,,2016-07-30
398,53113,SERIOUS INCIDENT,AIR TRAFFIC,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,****,2014-08-23,02:43:00,YES,SERIPA-4,FINISHED,,1.0,2015-04-30,0,1,,2016-07-30
399,50053,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SSAY,2013-10-20,18:40:00,YES,SERIPA-6,FINISHED,,1.0,2014-10-14,0,1,1.0,2016-07-30
400,48053,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,****,2013-05-09,13:43:00,YES,SERIPA-4,FINISHED,,1.0,2013-09-16,1,1,,2016-07-30
401,29655,ACCIDENT,TIRE BURST,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SBCG,2007-07-08,17:08:00,YES,SERIPA-6,IN PROGRESS,,,,0,1,1.0,2016-07-30
402,27532,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SBCG,2006-08-09,14:55:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,,,0,1,1.0,2016-07-30
403,32380,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SSIE,2008-05-04,20:30:00,YES,SERIPA-6,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
404,40148,ACCIDENT,FUEL STARVATION,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,****,2010-03-19,19:30:00,YES,SERIPA-4,FINISHED,,1.0,2011-08-01,1,1,,2016-07-30
405,50792,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,****,2014-01-21,20:10:00,YES,SERIPA-6,FINISHED,,1.0,2014-08-22,0,1,,2016-07-30
406,31456,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SBCG,2008-01-31,22:10:00,YES,SERIPA-4,FINISHED,,1.0,2010-03-19,2,1,1.0,2016-07-30
407,49798,SERIOUS INCIDENT,ABOUT LANDING GEAR,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SSKG,2013-10-02,20:00:00,YES,SERIPA-6,FINISHED,,1.0,2014-04-28,0,1,,2016-07-30
408,52819,ACCIDENT,UNKNOWN,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,****,2014-12-06,10:21:00,YES,SERIPA-4,IN PROGRESS,,,,0,1,,2016-07-30
409,34639,SERIOUS INCIDENT,ABOUT PROPELLER,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,****,2008-11-25,17:15:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
410,45747,ACCIDENT,LANDING WITHOUT LANDING GEAR,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SSKG,2012-04-13,20:30:00,YES,SERIPA-6,FINISHED,,1.0,2014-07-21,0,1,,2016-07-30
411,53109,ACCIDENT,ABOUT LANDING GEAR,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SSIE,2015-03-05,13:50:00,YES,SERIPA-4,IN PROGRESS,,,,0,1,,2016-07-30
412,43778,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,****,2011-01-28,20:50:00,YES,SERIPA-6,FINISHED,,1.0,2012-07-23,5,1,,2016-07-30
413,38475,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,****,2008-11-28,16:15:00,YES,SERIPA-4,FINISHED,,1.0,2009-09-11,9,1,,2016-07-30
414,46587,ACCIDENT,ABOUT LANDING GEAR,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SBCG,2012-11-19,16:33:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
415,38675,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SSAY,2009-10-27,20:30:00,YES,SERIPA-4,FINISHED,,1.0,2011-08-29,1,1,,2016-07-30
416,44629,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,****,2011-05-29,19:00:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
417,46514,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,****,2012-10-20,15:00:00,YES,SERIPA-4,FINISHED,,,,0,1,,2016-07-30
418,43282,SERIOUS INCIDENT,HARD LANDING,CAMPO GRANDE,Mato Grosso do Sul,BRAZIL,SBCG,2010-11-18,23:08:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
419,50980,ACCIDENT,UNKNOWN,CONCEIÇÃO DO ARAGUAIA,Para,BRAZIL,****,2014-03-11,18:30:00,YES,SERIPA-1,IN PROGRESS,,,,0,1,,2016-07-30
420,52276,ACCIDENT,UNKNOWN,CUMARU DO NORTE,Para,BRAZIL,****,2014-08-30,13:10:00,YES,SERIPA-1,FINISHED,,1.0,2015-04-24,0,1,,2016-07-30
421,44878,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CURIONÓPOLIS,Para,BRAZIL,****,2011-07-22,18:30:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,,,1,1,,2016-07-30
422,37379,ACCIDENT,TERRAIN COLLISION,ARAÇATUBA,SP,BRAZIL,****,2009-05-14,21:00:00,YES,SERIPA-4,FINISHED,,1.0,2011-06-30,9,1,,2016-07-30
423,43403,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARAÇATUBA,SP,BRAZIL,****,2010-11-13,23:30:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
424,51774,SERIOUS INCIDENT,ABOUT PROPELLER,ARAÇATUBA,SP,BRAZIL,SBAU,2011-09-06,23:30:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
425,38856,ACCIDENT,UNKNOWN,CAROLINA,Maranhao,BRAZIL,****,2009-12-23,16:44:00,YES,SERIPA-1,FINISHED,,1.0,2011-08-29,1,1,,2016-07-30
426,50977,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CAROLINA,Maranhao,BRAZIL,****,2014-03-03,11:26:00,YES,SERIPA-1,IN PROGRESS,,,,0,1,,2016-07-30
427,40074,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,MAUÉS,Amazonas,BRAZIL,SWMW,2009-09-09,12:50:00,YES,SERIPA-7,IN PROGRESS,,,,0,1,,2016-07-30
428,53151,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,MAUÉS,Amazonas,BRAZIL,SWMW,2015-03-16,18:07:00,YES,SERIPA-7,IN PROGRESS,,,,0,1,,2016-07-30
429,45310,ACCIDENT,UNKNOWN,MAUÉS,Amazonas,BRAZIL,****,2011-09-28,03:00:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
430,35036,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,MAUÉS,Amazonas,BRAZIL,****,2009-01-02,10:50:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
431,31036,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CACEQUI,Rio Grande do Sul,BRAZIL,****,2007-11-05,19:30:00,YES,SERIPA-5,IN PROGRESS,,,,0,1,,2016-07-30
432,51435,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ITABAIANA,Sergipe,BRAZIL,****,2014-03-09,19:45:00,UNKNOWN,SERIPA-2,,,,,0,1,,2016-07-30
433,31860,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CHAPADÃO DO SUL,Mato Grosso do Sul,BRAZIL,****,2008-01-24,13:20:00,YES,SERIPA-4,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
434,34955,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CHAPADÃO DO SUL,Mato Grosso do Sul,BRAZIL,****,2009-01-27,12:00:00,YES,SERIPA-4,FINISHED,,1.0,2009-10-16,7,1,,2016-07-30
435,50806,ACCIDENT,ABOUT PROPELLER,CHAPADÃO DO SUL,Mato Grosso do Sul,BRAZIL,****,2014-02-12,09:12:00,YES,SERIPA-4,IN PROGRESS,,,,0,1,,2016-07-30
436,47674,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CHAPADÃO DO SUL,Mato Grosso do Sul,BRAZIL,****,2013-04-18,12:20:00,YES,SERIPA-4,FINISHED,,1.0,2013-09-16,0,1,,2016-07-30
437,34075,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ELDORADO DOS CARAJÁS,Para,BRAZIL,****,2008-03-05,16:00:00,YES,SERIPA-1,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
438,38838,ACCIDENT,LOSS OF CONTROL IN THE AIR,ELDORADO DOS CARAJÁS,Para,BRAZIL,****,2009-11-04,17:30:00,YES,SERIPA-1,FINISHED,,1.0,2012-06-15,2,1,,2016-07-30
439,42388,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CACHOEIRA DO SUL,Rio Grande do Sul,BRAZIL,****,2010-08-24,19:40:00,YES,SERIPA-5,FINISHED,,1.0,2011-07-21,1,1,,2016-07-30
440,50797,ACCIDENT,SYSTEM / COMPONENT FAILURE,CACHOEIRA DO SUL,Rio Grande do Sul,BRAZIL,SSKS,2014-01-29,13:40:00,YES,SERIPA-5,FINISHED,,1.0,2016-04-22,2,1,,2016-07-30
441,38819,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CACHOEIRA DO SUL,Rio Grande do Sul,BRAZIL,****,2009-12-16,15:30:00,YES,SERIPA-5,FINISHED,,1.0,2012-03-22,1,1,,2016-07-30
442,31865,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,CACHOEIRA DO SUL,Rio Grande do Sul,BRAZIL,****,2008-02-04,15:30:00,YES,SERIPA-5,IN PROGRESS,,,,0,1,,2016-07-30
443,51412,ACCIDENT,LOSS OF CONTROL IN THE AIR,CACHOEIRA DO SUL,Rio Grande do Sul,BRAZIL,****,2014-05-10,20:25:00,YES,SERIPA-5,IN PROGRESS,,,,0,1,,2016-07-30
444,28395,ACCIDENT,STRUCTURAL FAILURE,CHAPADA DOS GUIMARÃES,Mato Grosso,BRAZIL,****,2007-02-07,10:10:00,YES,SERIPA-6,FINISHED,,1.0,2011-12-21,1,1,,2016-07-30
445,46582,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,CHAPADA DOS GUIMARÃES,Mato Grosso,BRAZIL,****,2012-11-01,19:49:00,YES,SERIPA-6,FINISHED,,1.0,2014-06-03,1,1,,2016-07-30
446,53372,ACCIDENT,LOSS OF CONTROL IN THE AIR,CHAPADA DOS GUIMARÃES,Mato Grosso,BRAZIL,****,2015-07-10,20:30:00,YES,SERIPA-6,IN PROGRESS,,,,0,1,,2016-07-30
447,53262,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,IBATEGUARA,Alagoas,BRAZIL,****,2015-05-20,15:10:00,YES,SERIPA-2,IN PROGRESS,,,,0,1,,2016-07-30
448,44780,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BOA ESPERANÇA,Parana,BRAZIL,****,2011-07-10,20:00:00,UNKNOWN,SERIPA-5,,,,,0,1,,2016-07-30
449,46844,ACCIDENT,LOSS OF CONTROL ON THE GROUND,GURUPÁ,Para,BRAZIL,SNGU,2012-12-22,19:00:00,YES,SERIPA-1,FINISHED,,,,0,1,,2016-07-30
450,40107,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,GURUPÁ,Para,BRAZIL,****,2010-01-12,14:30:00,YES,SERIPA-1,FINISHED,,1.0,2016-03-18,0,1,,2016-07-30
451,32635,ACCIDENT,LANDING WITHOUT LANDING GEAR,NOVA OLINDA DO NORTE,Amazonas,BRAZIL,SWNO,2007-03-14,20:50:00,YES,SERIPA-7,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
452,50974,ACCIDENT,LOSS OF CONTROL IN THE AIR,CORGUINHO,Mato Grosso do Sul,BRAZIL,SSKG,2014-04-04,12:00:00,YES,SERIPA-4,IN PROGRESS,,,,0,1,,2016-07-30
453,52283,ACCIDENT,LOSS OF CONTROL IN THE AIR,BARREIRAS,Bahia,BRAZIL,****,2014-07-24,13:30:00,UNKNOWN,SERIPA-2,,,,,0,1,,2016-07-30
454,46378,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,BARREIRAS,Bahia,BRAZIL,****,2012-09-22,16:40:00,YES,CENIPA,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
455,53181,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,COLÍDER,Mato Grosso,BRAZIL,****,2015-03-29,20:17:00,UNKNOWN,SERIPA-6,,,,,0,1,,2016-07-30
456,27375,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,IGREJA NOVA,Alagoas,BRAZIL,****,2006-07-29,19:40:00,YES,SERIPA-2,IN PROGRESS,UNDEFINED,,,0,1,,2016-07-30
457,51716,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,NOVO AIRÃO,Amazonas,BRAZIL,****,2014-07-16,15:15:00,YES,SERIPA-7,FINISHED,,1.0,2015-04-24,0,1,,2016-07-30
